,Recency,Frequency,Monetary,Time,Diversity,R_score,F_score,M_score,T_score,D_score,RFMTD_Score,Cluster,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,R_Cluster,F_Cluster,M_Cluster,T_Cluster,D_Cluster,OverallScore,Segment
659,95,2,1156.36,197,54,2,2,4,"(167.0, 277.0]",4,"224(167.0, 277.0]4",3,1,3,0,2,0,0,2,0,4,Low-Value
660,162,1,300.04,0,25,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
661,374,1,79.6,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
662,96,5,948.25,278,24,2,4,4,"(277.0, 373.0]",2,"244(277.0, 373.0]2",1,3,1,0,2,0,0,2,0,4,Low-Value
663,54,5,1647.26,283,20,3,4,4,"(277.0, 373.0]",2,"344(277.0, 373.0]2",1,3,1,0,2,0,0,3,0,5,Low-Value
664,288,1,296.25,0,9,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
665,124,6,1186.28,122,64,2,5,4,"(29.0, 167.0]",4,"254(29.0, 167.0]4",3,1,3,0,2,1,0,1,0,4,Low-Value
666,288,1,741.26,0,35,1,1,3,"(-0.001, 29.0]",3,"113(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
667,152,2,282.59999999999997,165,11,2,2,2,"(29.0, 167.0]",1,"222(29.0, 167.0]1",3,1,3,0,1,0,0,1,0,2,Low-Value
668,4,9,2161.35,59,232,5,5,5,"(29.0, 167.0]",5,"555(29.0, 167.0]5",0,2,2,0,3,1,0,0,2,6,Mid-Value
669,2,14,5189.52,365,66,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
670,12,7,3190.55,361,104,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
671,33,2,659.4100000000001,37,24,4,2,3,"(29.0, 167.0]",2,"423(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
672,54,2,286.79,202,50,3,2,2,"(167.0, 277.0]",4,"322(167.0, 277.0]4",3,1,3,0,2,0,0,2,0,4,Low-Value
673,50,2,1070.65,129,68,3,2,4,"(29.0, 167.0]",4,"324(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
674,219,1,306.72,0,7,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
675,63,1,1714.96,0,15,3,1,4,"(-0.001, 29.0]",2,"314(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
676,71,3,1521.76,266,183,3,3,4,"(167.0, 277.0]",5,"334(167.0, 277.0]5",1,3,1,0,2,0,0,2,1,5,Low-Value
677,2,37,17220.36,371,55,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,2,1,3,0,9,High-Value
678,2,10,2796.51,365,73,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
679,64,4,2634.45,182,114,3,4,5,"(167.0, 277.0]",5,"345(167.0, 277.0]5",3,1,3,0,2,0,0,2,1,5,Low-Value
680,34,3,1132.13,205,141,3,3,4,"(167.0, 277.0]",5,"334(167.0, 277.0]5",3,1,3,0,3,0,0,2,1,6,Mid-Value
681,82,1,345.0,0,22,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
682,1,33,25977.16,372,36,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,2,1,3,0,9,High-Value
683,103,1,178.7,0,9,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
684,7,2,360.01,163,56,5,2,2,"(29.0, 167.0]",4,"522(29.0, 167.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
685,251,1,127.84,0,17,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
686,13,6,912.0,315,96,5,5,4,"(277.0, 373.0]",5,"554(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
687,10,11,2462.79,322,9,5,5,5,"(277.0, 373.0]",1,"555(277.0, 373.0]1",1,3,1,0,3,1,0,3,0,7,Mid-Value
688,367,1,230.39999999999998,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
689,76,2,309.04,288,24,2,2,2,"(277.0, 373.0]",2,"222(277.0, 373.0]2",1,3,1,0,2,0,0,3,0,5,Low-Value
690,4,1,348.8,0,45,5,1,2,"(-0.001, 29.0]",3,"512(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
691,128,2,1516.0,40,7,2,2,4,"(29.0, 167.0]",1,"224(29.0, 167.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
692,66,2,195.55,221,13,3,2,1,"(167.0, 277.0]",2,"321(167.0, 277.0]2",3,1,1,0,2,0,0,2,0,4,Low-Value
693,1,57,37153.85,370,113,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,2,3,1,11,High-Value
694,117,2,688.86,177,32,2,2,3,"(167.0, 277.0]",3,"223(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
695,310,1,558.32,0,33,1,1,3,"(-0.001, 29.0]",3,"113(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
696,67,1,324.8,0,23,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
697,139,3,4599.42,172,55,2,3,5,"(167.0, 277.0]",4,"235(167.0, 277.0]4",3,1,3,0,1,0,0,1,0,2,Low-Value
698,255,1,277.07,0,17,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
699,31,7,2635.79,259,124,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
700,52,2,924.6,76,10,3,2,4,"(29.0, 167.0]",1,"324(29.0, 167.0]1",0,2,2,0,2,0,0,1,0,3,Low-Value
701,64,1,256.38,0,10,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
702,367,1,112.6,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
703,6,5,1747.66,91,70,5,4,4,"(29.0, 167.0]",4,"544(29.0, 167.0]4",0,2,2,0,3,0,0,1,1,5,Low-Value
704,302,3,1140.35,18,26,1,3,4,"(-0.001, 29.0]",2,"134(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
705,145,2,385.64,116,51,2,2,2,"(29.0, 167.0]",4,"222(29.0, 167.0]4",3,1,0,0,1,0,0,1,0,2,Low-Value
706,6,2,632.0,34,90,5,2,3,"(29.0, 167.0]",4,"523(29.0, 167.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
707,19,2,957.66,72,39,4,2,4,"(29.0, 167.0]",3,"424(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
708,33,5,1698.94,277,34,4,4,4,"(167.0, 277.0]",3,"444(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
709,176,1,189.5,0,10,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
710,58,3,412.05,85,83,3,3,2,"(29.0, 167.0]",4,"332(29.0, 167.0]4",0,2,2,0,2,0,0,1,1,4,Low-Value
711,22,1,209.49,0,15,4,1,1,"(-0.001, 29.0]",2,"411(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
712,16,6,2202.99,353,58,4,5,5,"(277.0, 373.0]",4,"455(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
713,19,1,52.199999999999996,0,3,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
714,159,1,384.8,0,28,2,1,2,"(-0.001, 29.0]",3,"212(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
715,25,4,834.57,190,48,4,4,3,"(167.0, 277.0]",3,"443(167.0, 277.0]3",3,1,3,0,3,0,0,2,0,5,Low-Value
716,212,2,271.24,105,17,1,2,2,"(29.0, 167.0]",2,"122(29.0, 167.0]2",2,0,0,0,1,0,0,1,0,2,Low-Value
717,6,4,691.73,364,144,5,4,3,"(277.0, 373.0]",5,"543(277.0, 373.0]5",1,3,1,0,3,0,0,3,1,7,Mid-Value
718,253,1,85.0,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
719,59,9,3385.62,308,155,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,2,1,0,3,1,7,Mid-Value
720,11,1,361.62,0,20,5,1,2,"(-0.001, 29.0]",2,"512(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
721,65,1,312.98,0,9,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
722,25,3,865.0600000000001,335,55,4,3,3,"(277.0, 373.0]",4,"433(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
723,92,3,1255.0,273,3,2,3,4,"(167.0, 277.0]",1,"234(167.0, 277.0]1",1,3,1,0,2,0,0,2,0,4,Low-Value
724,52,2,1537.95,119,97,3,2,4,"(29.0, 167.0]",5,"324(29.0, 167.0]5",3,1,3,0,2,0,0,1,1,4,Low-Value
725,129,1,1595.48,0,93,2,1,4,"(-0.001, 29.0]",5,"214(-0.001, 29.0]5",0,2,2,0,2,0,0,0,1,3,Low-Value
726,96,3,2651.46,192,77,2,3,5,"(167.0, 277.0]",4,"235(167.0, 277.0]4",3,1,3,0,2,0,0,2,1,5,Low-Value
727,57,1,1090.14,0,23,3,1,4,"(-0.001, 29.0]",2,"314(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
728,9,25,8109.5199999999995,356,39,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,2,1,3,0,9,High-Value
729,169,3,388.5,34,10,2,3,2,"(29.0, 167.0]",1,"232(29.0, 167.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
730,57,1,216.17,0,11,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
731,326,1,201.16,0,27,1,1,1,"(-0.001, 29.0]",3,"111(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
732,1,5,1245.9,85,58,5,4,4,"(29.0, 167.0]",4,"544(29.0, 167.0]4",0,2,2,0,3,0,0,1,0,4,Low-Value
733,18,8,2209.36,314,97,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
734,248,1,305.78,0,20,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
735,58,4,501.56,231,26,3,4,3,"(167.0, 277.0]",2,"343(167.0, 277.0]2",3,1,1,0,2,0,0,2,0,4,Low-Value
736,74,1,145.67000000000002,0,7,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
737,31,3,1015.29,186,51,4,3,4,"(167.0, 277.0]",4,"434(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
738,7,2,3192.54,31,32,5,2,5,"(29.0, 167.0]",3,"525(29.0, 167.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
739,123,4,3104.95,233,234,2,4,5,"(167.0, 277.0]",5,"245(167.0, 277.0]5",3,1,3,0,2,0,0,2,2,6,Mid-Value
740,2,8,2770.94,285,91,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
741,23,13,6403.25,286,155,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
742,120,3,389.6,190,21,2,3,2,"(167.0, 277.0]",2,"232(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
743,358,1,540.45,0,18,1,1,3,"(-0.001, 29.0]",2,"113(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
744,54,5,1786.79,247,79,3,4,4,"(167.0, 277.0]",4,"344(167.0, 277.0]4",3,1,1,0,2,0,0,2,1,5,Low-Value
745,64,1,122.7,0,7,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
746,86,1,117.24,0,3,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
747,55,1,1281.53,0,35,3,1,4,"(-0.001, 29.0]",3,"314(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
748,21,13,3219.77,345,125,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
749,3,20,17159.52,308,72,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,2,1,3,1,10,High-Value
750,3,5,1191.13,61,54,5,4,4,"(29.0, 167.0]",4,"544(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
751,11,5,2674.48,242,108,5,4,5,"(167.0, 277.0]",5,"545(167.0, 277.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
752,7,5,787.6,276,45,5,4,3,"(167.0, 277.0]",3,"543(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
753,189,2,506.8,11,28,1,2,3,"(-0.001, 29.0]",3,"123(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
754,71,1,243.56,0,16,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
755,204,1,349.55,0,19,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
756,120,2,605.63,98,38,2,2,3,"(29.0, 167.0]",3,"223(29.0, 167.0]3",3,1,0,0,2,0,0,1,0,3,Low-Value
757,93,1,416.90000000000003,0,15,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
758,1,10,1883.8100000000002,357,74,5,5,4,"(277.0, 373.0]",4,"554(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
759,27,4,632.97,219,26,4,4,3,"(167.0, 277.0]",2,"443(167.0, 277.0]2",3,1,3,0,3,0,0,2,0,5,Low-Value
760,298,1,821.1,0,21,1,1,3,"(-0.001, 29.0]",2,"113(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
761,24,3,564.62,286,25,4,3,3,"(277.0, 373.0]",2,"433(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
762,28,4,2593.07,136,97,4,4,5,"(29.0, 167.0]",5,"445(29.0, 167.0]5",3,1,3,0,3,0,0,1,1,5,Low-Value
763,50,1,311.16,0,17,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
764,326,1,155.93,0,12,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
765,16,2,388.52,258,19,4,2,2,"(167.0, 277.0]",2,"422(167.0, 277.0]2",1,3,1,0,3,0,0,2,0,5,Low-Value
766,183,3,740.95,79,42,1,3,3,"(29.0, 167.0]",3,"133(29.0, 167.0]3",2,0,0,0,1,0,0,1,0,2,Low-Value
767,72,5,2867.2,246,144,2,4,5,"(167.0, 277.0]",5,"245(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
768,37,2,332.64,257,24,3,2,2,"(167.0, 277.0]",2,"322(167.0, 277.0]2",1,3,1,0,3,0,0,2,0,5,Low-Value
769,80,4,2369.55,196,104,2,4,5,"(167.0, 277.0]",5,"245(167.0, 277.0]5",3,1,3,0,2,0,0,2,1,5,Low-Value
770,57,9,2580.91,251,120,3,5,5,"(167.0, 277.0]",5,"355(167.0, 277.0]5",3,1,1,0,2,1,0,2,1,6,Mid-Value
771,12,2,626.45,24,28,5,2,3,"(-0.001, 29.0]",3,"523(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
772,50,2,272.04,141,16,3,2,2,"(29.0, 167.0]",2,"322(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
773,50,2,1212.8400000000001,203,30,3,2,4,"(167.0, 277.0]",3,"324(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
774,352,1,172.25,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
775,54,1,351.13,0,20,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
776,2,6,1838.8500000000001,70,90,5,5,4,"(29.0, 167.0]",4,"554(29.0, 167.0]4",0,2,2,0,3,1,0,1,1,6,Mid-Value
777,93,4,678.25,42,28,2,4,3,"(29.0, 167.0]",3,"243(29.0, 167.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
778,23,1,223.85000000000002,0,11,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
779,75,1,348.99,0,21,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
780,11,4,464.57,122,23,5,4,2,"(29.0, 167.0]",2,"542(29.0, 167.0]2",3,1,3,0,3,0,0,1,0,4,Low-Value
781,169,2,842.65,157,8,2,2,3,"(29.0, 167.0]",1,"223(29.0, 167.0]1",3,1,3,0,1,0,0,1,0,2,Low-Value
782,58,2,337.34,78,15,3,2,2,"(29.0, 167.0]",2,"322(29.0, 167.0]2",0,2,2,0,2,0,0,1,0,3,Low-Value
783,96,2,1237.53,185,56,2,2,4,"(167.0, 277.0]",4,"224(167.0, 277.0]4",3,1,3,0,2,0,0,2,0,4,Low-Value
784,295,1,307.4,0,16,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
785,109,2,608.7900000000001,39,23,2,2,3,"(29.0, 167.0]",2,"223(29.0, 167.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
786,264,1,922.1,0,31,1,1,4,"(-0.001, 29.0]",3,"114(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
787,180,1,376.58,0,26,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
788,169,1,158.85,0,9,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
789,35,1,71.66,0,7,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
790,23,3,568.55,288,43,4,3,3,"(277.0, 373.0]",3,"433(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
791,17,4,839.14,126,39,4,4,3,"(29.0, 167.0]",3,"443(29.0, 167.0]3",3,1,3,0,3,0,0,1,0,4,Low-Value
792,22,5,5112.96,350,24,4,4,5,"(277.0, 373.0]",2,"445(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
793,79,3,561.5699999999999,188,11,2,3,3,"(167.0, 277.0]",1,"233(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
794,65,1,90.6,0,5,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
795,361,1,102.0,0,3,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
796,3,6,2427.32,91,124,5,5,5,"(29.0, 167.0]",5,"555(29.0, 167.0]5",0,2,2,0,3,1,0,1,1,6,Mid-Value
797,11,4,745.06,235,33,5,4,3,"(167.0, 277.0]",3,"543(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
798,176,3,674.45,118,38,2,3,3,"(29.0, 167.0]",3,"233(29.0, 167.0]3",3,1,0,0,1,0,0,1,0,2,Low-Value
799,218,2,3251.071,20,120,1,2,5,"(-0.001, 29.0]",5,"125(-0.001, 29.0]5",2,0,0,0,1,0,0,0,1,2,Low-Value
800,7,7,3515.68,345,8,5,5,5,"(277.0, 373.0]",1,"555(277.0, 373.0]1",1,3,1,0,3,1,0,3,0,7,Mid-Value
801,1,2,439.92,69,24,5,2,2,"(29.0, 167.0]",2,"522(29.0, 167.0]2",0,2,2,0,3,0,0,1,0,4,Low-Value
802,154,2,322.96,151,33,2,2,2,"(29.0, 167.0]",3,"222(29.0, 167.0]3",3,1,3,0,1,0,0,1,0,2,Low-Value
803,5,5,1026.42,266,123,5,4,4,"(167.0, 277.0]",5,"544(167.0, 277.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
804,79,3,598.2,283,79,2,3,3,"(277.0, 373.0]",4,"233(277.0, 373.0]4",1,3,1,0,2,0,0,3,1,6,Mid-Value
805,21,2,230.22,50,11,4,2,1,"(29.0, 167.0]",1,"421(29.0, 167.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
806,22,2,169.55,223,11,4,2,1,"(167.0, 277.0]",1,"421(167.0, 277.0]1",3,1,1,0,3,0,0,2,0,5,Low-Value
807,308,4,664.54,59,35,1,4,3,"(29.0, 167.0]",3,"143(29.0, 167.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
808,146,1,80.7,0,2,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,0,0,1,0,0,0,0,1,Low-Value
809,7,18,9053.94,357,334,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,1,3,2,10,High-Value
810,19,8,2758.26,266,118,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
811,71,2,190.25,131,15,3,2,1,"(29.0, 167.0]",2,"321(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
812,287,1,264.7,0,11,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
813,49,1,413.59000000000003,0,28,3,1,2,"(-0.001, 29.0]",3,"312(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
814,31,6,2526.28,245,240,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,1,1,0,3,1,0,2,2,8,High-Value
815,207,1,357.98,0,10,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
816,15,2,196.79000000000002,30,14,4,2,1,"(29.0, 167.0]",2,"421(29.0, 167.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
817,73,1,869.87,0,54,2,1,3,"(-0.001, 29.0]",4,"213(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
818,60,1,200.14,0,11,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
819,39,4,1871.81,326,72,3,4,4,"(277.0, 373.0]",4,"344(277.0, 373.0]4",1,3,1,0,3,0,0,3,1,7,Mid-Value
820,30,12,2603.43,337,91,4,5,5,"(277.0, 373.0]",4,"455(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
821,27,5,920.51,339,14,4,4,4,"(277.0, 373.0]",2,"444(277.0, 373.0]2",1,3,1,0,3,0,0,3,0,6,Mid-Value
822,4,15,7060.13,260,108,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
823,17,1,320.46,0,12,4,1,2,"(-0.001, 29.0]",1,"412(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
824,20,6,4147.96,234,188,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",3,1,1,0,3,1,0,2,1,7,Mid-Value
825,66,2,1266.08,173,33,3,2,4,"(167.0, 277.0]",3,"324(167.0, 277.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
826,213,1,311.3,0,16,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
827,12,6,855.97,131,58,5,5,3,"(29.0, 167.0]",4,"553(29.0, 167.0]4",3,1,3,0,3,1,0,1,0,5,Low-Value
828,30,1,76.8,0,5,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
829,43,9,3466.36,287,66,3,5,5,"(277.0, 373.0]",4,"355(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
830,4,6,2313.14,144,122,5,5,5,"(29.0, 167.0]",5,"555(29.0, 167.0]5",3,1,3,0,3,1,0,1,1,6,Mid-Value
831,15,5,1393.69,230,55,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,1,0,3,0,0,2,0,5,Low-Value
832,10,12,3901.81,351,102,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
833,211,1,635.66,0,15,1,1,3,"(-0.001, 29.0]",2,"113(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
834,46,3,2043.0800000000002,327,34,3,3,5,"(277.0, 373.0]",3,"335(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
835,134,2,529.73,22,47,2,2,3,"(-0.001, 29.0]",3,"223(-0.001, 29.0]3",0,2,2,0,1,0,0,0,0,1,Low-Value
836,43,7,4582.64,245,102,3,5,5,"(167.0, 277.0]",5,"355(167.0, 277.0]5",3,1,1,0,3,1,0,2,1,7,Mid-Value
837,10,5,2874.72,206,53,5,4,5,"(167.0, 277.0]",4,"545(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
838,116,3,962.19,196,22,2,3,4,"(167.0, 277.0]",2,"234(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
839,198,2,695.61,7,42,1,2,3,"(-0.001, 29.0]",3,"123(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
840,278,1,328.8,0,11,1,1,2,"(-0.001, 29.0]",1,"112(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
841,110,3,473.02,165,30,2,3,3,"(29.0, 167.0]",3,"233(29.0, 167.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
